Age,Gender,City,Monthly_Household_Income_AED,Occupation,Health_Consciousness,Fitness_Activities,Servings_per_Week,Motivations,Purchase_Channels,Preferred_Pack_Size,Packaging_Type,Flavor_Preferences,Eco_Friendly_Packaging_Score,Price_Discount_Influence,Willingness_Score,Max_Price_WTP_500ml_AED,Monthly_Spend_AED,Subscription_Plan,Value_Add_Ranking,Brand_Descriptors,Recommended_Brand,Key_Problem,Delivery_Tolerance_Score,Additional_Suggestions
53,Male,Abu Dhabi,7500.0,Salaried,1,Gym,3,Muscle recovery,"Supermarket,Pharmacy",500 ml,Tetra Pak,"Coffee,Unflavored",3,1,4,9.98,32.17,No,"1-Personalized nutrition tips,2-Bundle deals,3-Loyalty points,4-Free delivery","Trustworthy,Innovative,Fun",No,Unclear nutritional info,5,Introduce more flavors
54,Female,Dubai,11600.0,Homemaker,3,Yoga,9,Convenience,"Pharmacy,Food-delivery app,Brand website",500 ml,Tetra Pak,"Chocolate,Coffee,Berry",1,2,7,15.57,141.75,Maybe,"1-Free delivery,2-Personalized nutrition tips,3-Bundle deals,4-Loyalty points","Premium,Innovative,Fun",Yes,Unclear nutritional info,1,
52,Male,Dubai,6800.0,Self-employed,3,"Yoga,Running,Gym",7,"Muscle recovery,Taste","Pharmacy,Gym kiosk",500 ml,Tetra Pak,"Vanilla,Coffee",2,3,7,12.94,96.33,Yes,"1-Free delivery,2-Bundle deals,3-Loyalty points,4-Personalized nutrition tips",Fun,No,Too much sugar,3,Use recyclable packaging
57,Male,Dubai,22300.0,Salaried,1,Gym,4,"Muscle recovery,Weight control","Gym kiosk,Brand website,Supermarket",500 ml,Tetra Pak,"Tropical,Berry",2,3,7,16.29,71.86,Maybe,"1-Free delivery,2-Bundle deals,3-Loyalty points,4-Personalized nutrition tips",Fun,No,Packaging not eco-friendly,3,Provide protein-rich options
47,Female,Other,11500.0,Salaried,5,"None,Team sports,Running",4,"Weight control,Immunity","Pharmacy,Food-delivery app",500 ml,PET bottle,"Tropical,Chocolate",3,1,5,11.74,41.48,Maybe,"1-Loyalty points,2-Bundle deals,3-Personalized nutrition tips,4-Free delivery",Fun,Yes,Too much sugar,4,
56,Male,Ajman,16200.0,Self-employed,4,Running,7,Convenience,"Food-delivery app,Pharmacy",500 ml,PET bottle,Chocolate,2,5,4,9.45,57.14,No,"1-Free delivery,2-Loyalty points,3-Bundle deals,4-Personalized nutrition tips","Innovative,Sustainable",Yes,Limited flavors,2,Use recyclable packaging
28,Female,Dubai,2600.0,Self-employed,2,"Gym,None",4,Taste,Gym kiosk,500 ml,Recyclable can,"Chocolate,Tropical,Unflavored",5,2,6,10.48,35.67,Maybe,"1-Bundle deals,2-Free delivery,3-Loyalty points,4-Personalized nutrition tips","Premium,Innovative",Yes,Too much sugar,2,
61,Female,Other,26500.0,Retired,5,Yoga,3,Taste,"Supermarket,Food-delivery app",500 ml,PET bottle,"Berry,Tropical,Chocolate",1,3,4,10.61,34.37,Maybe,"1-Bundle deals,2-Loyalty points,3-Free delivery,4-Personalized nutrition tips",Fun,No,Unclear nutritional info,4,Offer subscription discounts
29,Female,Dubai,8900.0,Student,2,Gym,2,Convenience,"Pharmacy,Food-delivery app,Supermarket",Multi-pack,Recyclable can,"Unflavored,Coffee,Chocolate",4,1,10,17.18,34.26,No,"1-Bundle deals,2-Loyalty points,3-Personalized nutrition tips,4-Free delivery","Premium,Fun",Yes,Too expensive,4,Introduce more flavors
25,Male,Abu Dhabi,5300.0,Self-employed,2,"Yoga,Team sports",3,Weight control,"Supermarket,Gym kiosk,Brand website",500 ml,PET bottle,Vanilla,1,4,6,10.55,29.38,Maybe,"1-Loyalty points,2-Bundle deals,3-Free delivery,4-Personalized nutrition tips",Premium,Yes,Packaging not eco-friendly,5,Offer subscription discounts
59,Female,Dubai,16400.0,Other,2,"Yoga,None",4,"Muscle recovery,Taste",Supermarket,250 ml,Recyclable can,Chocolate,5,4,4,11.17,50.3,Yes,"1-Bundle deals,2-Free delivery,3-Loyalty points,4-Personalized nutrition tips",Sustainable,Yes,Too expensive,3,Lower the sugar content
33,Female,Ajman,8000.0,Salaried,4,"Gym,Running,None",2,"Weight control,Taste","Pharmacy,Food-delivery app,Supermarket",250 ml,PET bottle,"Tropical,Vanilla,Berry",2,4,3,6.94,15.09,Maybe,"1-Bundle deals,2-Free delivery,3-Personalized nutrition tips,4-Loyalty points","Trustworthy,Fun,Premium",Yes,Packaging not eco-friendly,5,Use recyclable packaging
51,Female,Al Ain,29500.0,Self-employed,3,"None,Gym",4,Weight control,"Food-delivery app,Pharmacy",500 ml,PET bottle,"Chocolate,Coffee,Berry",4,4,5,11.56,46.95,No,"1-Loyalty points,2-Bundle deals,3-Free delivery,4-Personalized nutrition tips",Premium,No,Unclear nutritional info,1,
23,Male,Sharjah,9900.0,Homemaker,2,"Yoga,Running,Gym",6,Muscle recovery,"Gym kiosk,Pharmacy",250 ml,PET bottle,"Chocolate,Coffee",2,4,4,10.47,71.88,No,"1-Loyalty points,2-Free delivery,3-Bundle deals,4-Personalized nutrition tips","Sustainable,Trustworthy,Premium",No,Too expensive,3,Use recyclable packaging
65,Male,Abu Dhabi,5600.0,Salaried,1,"None,Yoga,Running",3,Weight control,"Supermarket,Gym kiosk,Brand website",500 ml,Tetra Pak,"Coffee,Tropical,Berry",5,2,3,6.88,21.22,No,"1-Personalized nutrition tips,2-Free delivery,3-Loyalty points,4-Bundle deals","Fun,Affordable",No,Too much sugar,5,
28,Female,Dubai,7200.0,Student,5,Gym,6,"Weight control,Taste",Food-delivery app,250 ml,Tetra Pak,"Coffee,Vanilla",1,4,4,11.97,63.99,Maybe,"1-Loyalty points,2-Free delivery,3-Bundle deals,4-Personalized nutrition tips","Premium,Fun",No,Limited flavors,2,Provide protein-rich options
51,Female,Abu Dhabi,21100.0,Self-employed,4,Gym,3,"Immunity,Muscle recovery","Food-delivery app,Supermarket",250 ml,Tetra Pak,"Coffee,Vanilla",1,2,7,12.98,37.21,Maybe,"1-Personalized nutrition tips,2-Free delivery,3-Loyalty points,4-Bundle deals","Sustainable,Fun",No,Packaging not eco-friendly,3,Introduce more flavors
21,Male,Sharjah,8400.0,Salaried,2,"Yoga,Gym,None",2,Muscle recovery,"Supermarket,Brand website",250 ml,PET bottle,"Tropical,Vanilla",1,3,8,14.03,27.72,Yes,"1-Free delivery,2-Bundle deals,3-Loyalty points,4-Personalized nutrition tips","Sustainable,Premium,Innovative",Yes,Limited flavors,4,Introduce more flavors
49,Male,Dubai,9300.0,Salaried,2,"Team sports,Yoga",4,Immunity,Pharmacy,1 L,PET bottle,Berry,4,4,4,6.41,21.75,No,"1-Personalized nutrition tips,2-Bundle deals,3-Free delivery,4-Loyalty points","Fun,Sustainable,Trustworthy",No,Too expensive,1,Introduce more flavors
61,Female,Other,8500.0,Salaried,1,Yoga,3,"Taste,Immunity","Brand website,Supermarket",500 ml,Tetra Pak,Vanilla,1,2,9,17.2,58.87,Yes,"1-Bundle deals,2-Personalized nutrition tips,3-Loyalty points,4-Free delivery","Fun,Affordable",Yes,Too expensive,4,Introduce more flavors
62,Female,Dubai,5200.0,Salaried,4,"None,Gym",7,Immunity,"Pharmacy,Food-delivery app,Supermarket",250 ml,PET bottle,Chocolate,3,2,5,9.12,71.03,Maybe,"1-Personalized nutrition tips,2-Free delivery,3-Loyalty points,4-Bundle deals","Trustworthy,Premium,Fun",No,Limited flavors,5,
51,Female,Abu Dhabi,7800.0,Salaried,1,Gym,4,Taste,"Brand website,Supermarket,Pharmacy",500 ml,Tetra Pak,"Vanilla,Chocolate,Coffee",3,3,8,13.58,58.51,Yes,"1-Loyalty points,2-Free delivery,3-Personalized nutrition tips,4-Bundle deals","Premium,Sustainable,Affordable",Yes,Hard to find,2,
34,Female,Sharjah,800.0,Self-employed,2,"Gym,Running",9,Muscle recovery,Supermarket,250 ml,Tetra Pak,"Coffee,Chocolate",1,2,5,8.2,74.86,No,"1-Free delivery,2-Bundle deals,3-Loyalty points,4-Personalized nutrition tips",Premium,No,Too much sugar,3,Lower the sugar content
23,Female,Other,6100.0,Self-employed,1,"Yoga,Gym,None",1,"Immunity,Convenience","Food-delivery app,Pharmacy,Supermarket",500 ml,Tetra Pak,"Tropical,Chocolate,Vanilla",2,1,7,12.96,14.08,Yes,"1-Personalized nutrition tips,2-Bundle deals,3-Loyalty points,4-Free delivery","Trustworthy,Affordable",Yes,Packaging not eco-friendly,5,Offer subscription discounts
24,Male,Abu Dhabi,4400.0,Salaried,5,"Gym,Yoga,None",5,"Taste,Weight control",Gym kiosk,500 ml,PET bottle,"Berry,Vanilla,Coffee",1,5,6,10.35,50.74,No,"1-Free delivery,2-Bundle deals,3-Personalized nutrition tips,4-Loyalty points",Trustworthy,Yes,Too expensive,1,Use recyclable packaging
35,Male,Dubai,15200.0,Salaried,1,"Team sports,Running,Gym",1,Weight control,"Pharmacy,Supermarket",500 ml,Tetra Pak,"Vanilla,Unflavored,Chocolate",3,5,8,12.0,12.5,Yes,"1-Free delivery,2-Bundle deals,3-Personalized nutrition tips,4-Loyalty points","Sustainable,Affordable,Premium",No,Limited flavors,3,Provide protein-rich options
55,Female,Dubai,3400.0,Salaried,5,Running,2,Taste,"Supermarket,Brand website,Gym kiosk",500 ml,Tetra Pak,"Coffee,Berry",4,1,7,11.62,19.77,Yes,"1-Free delivery,2-Bundle deals,3-Personalized nutrition tips,4-Loyalty points","Affordable,Premium",No,Hard to find,1,Introduce more flavors
62,Male,Dubai,12500.0,Student,4,None,7,Muscle recovery,Pharmacy,500 ml,PET bottle,"Chocolate,Berry",1,3,3,10.97,69.69,Maybe,"1-Free delivery,2-Personalized nutrition tips,3-Loyalty points,4-Bundle deals",Affordable,Yes,Hard to find,2,Introduce more flavors
27,Female,Dubai,8400.0,Student,4,"Gym,None",9,"Taste,Convenience",Supermarket,500 ml,Powder pouch,"Tropical,Chocolate,Vanilla",3,4,4,12.18,117.36,Maybe,"1-Free delivery,2-Personalized nutrition tips,3-Loyalty points,4-Bundle deals",Innovative,No,Unclear nutritional info,1,Use recyclable packaging
22,Female,Sharjah,7900.0,Self-employed,3,"Running,Gym",4,"Weight control,Immunity","Supermarket,Gym kiosk,Food-delivery app",1 L,PET bottle,"Tropical,Berry",1,4,4,5.61,21.52,Maybe,"1-Personalized nutrition tips,2-Loyalty points,3-Bundle deals,4-Free delivery",Sustainable,No,Too much sugar,3,Provide protein-rich options
43,Female,Ajman,44000.0,Salaried,3,"Yoga,Gym",5,Weight control,Supermarket,250 ml,PET bottle,"Berry,Tropical",2,4,5,10.96,45.03,Yes,"1-Bundle deals,2-Free delivery,3-Loyalty points,4-Personalized nutrition tips","Innovative,Affordable,Premium",Yes,Packaging not eco-friendly,1,Use recyclable packaging
23,Female,Abu Dhabi,7300.0,Salaried,1,"Yoga,Running",1,Muscle recovery,Food-delivery app,Multi-pack,Recyclable can,Berry,1,1,3,5.83,5.27,No,"1-Free delivery,2-Loyalty points,3-Bundle deals,4-Personalized nutrition tips","Fun,Trustworthy",No,Hard to find,2,Use recyclable packaging
49,Male,Other,7700.0,Self-employed,2,"None,Running,Team sports",2,Weight control,"Food-delivery app,Supermarket",Multi-pack,Tetra Pak,"Berry,Tropical,Coffee",5,2,5,12.47,26.48,Maybe,"1-Free delivery,2-Personalized nutrition tips,3-Loyalty points,4-Bundle deals","Fun,Innovative",No,Unclear nutritional info,2,Provide protein-rich options
19,Prefer not to say,Abu Dhabi,8200.0,Salaried,4,"None,Running,Team sports",1,"Immunity,Taste","Supermarket,Gym kiosk,Pharmacy",500 ml,Tetra Pak,"Chocolate,Berry,Coffee",1,1,7,12.27,10.85,Yes,"1-Personalized nutrition tips,2-Bundle deals,3-Free delivery,4-Loyalty points","Affordable,Fun",Yes,Limited flavors,3,Provide protein-rich options
62,Female,Sharjah,8300.0,Salaried,4,Team sports,0,Muscle recovery,"Supermarket,Food-delivery app",500 ml,PET bottle,Chocolate,2,4,5,10.9,0.0,Maybe,"1-Bundle deals,2-Loyalty points,3-Free delivery,4-Personalized nutrition tips","Sustainable,Trustworthy,Premium",Yes,Too much sugar,1,
61,Male,Sharjah,11600.0,Salaried,5,"Gym,Yoga",2,"Weight control,Taste",Supermarket,500 ml,PET bottle,"Chocolate,Vanilla",4,5,7,12.35,28.06,Yes,"1-Free delivery,2-Bundle deals,3-Loyalty points,4-Personalized nutrition tips","Premium,Fun,Affordable",Yes,Limited flavors,1,Provide protein-rich options
22,Female,Abu Dhabi,8100.0,Salaried,1,"Yoga,Gym",2,Immunity,"Pharmacy,Supermarket",Multi-pack,Recyclable can,"Berry,Chocolate",2,2,2,6.54,11.63,No,"1-Personalized nutrition tips,2-Free delivery,3-Bundle deals,4-Loyalty points","Trustworthy,Sustainable,Innovative",No,Too expensive,5,
58,Female,Ajman,11700.0,Salaried,4,"None,Gym",10,Convenience,"Brand website,Gym kiosk",1 L,Powder pouch,"Tropical,Berry,Unflavored",3,4,5,12.28,145.73,Maybe,"1-Free delivery,2-Personalized nutrition tips,3-Bundle deals,4-Loyalty points","Trustworthy,Fun,Premium",Yes,Hard to find,4,Use recyclable packaging
58,Female,Ajman,30200.0,Retired,2,"None,Running,Gym",5,Weight control,"Food-delivery app,Pharmacy",500 ml,PET bottle,"Coffee,Chocolate,Vanilla",5,4,4,11.29,54.29,Maybe,"1-Free delivery,2-Loyalty points,3-Personalized nutrition tips,4-Bundle deals","Trustworthy,Innovative,Sustainable",Yes,Packaging not eco-friendly,4,Use recyclable packaging
22,Male,Dubai,5300.0,Salaried,2,Gym,1,Weight control,Supermarket,500 ml,PET bottle,"Coffee,Vanilla,Chocolate",1,3,9,13.45,11.3,Yes,"1-Free delivery,2-Bundle deals,3-Personalized nutrition tips,4-Loyalty points","Innovative,Trustworthy",No,Too expensive,3,Provide protein-rich options
52,Male,Sharjah,17300.0,Salaried,4,"Gym,Team sports",8,Muscle recovery,"Food-delivery app,Supermarket,Brand website",250 ml,Tetra Pak,"Chocolate,Coffee",1,2,8,12.73,82.69,Maybe,"1-Personalized nutrition tips,2-Loyalty points,3-Bundle deals,4-Free delivery","Sustainable,Fun",Yes,Limited flavors,1,Use recyclable packaging
41,Male,Dubai,9100.0,Salaried,4,"Team sports,Gym,Running",7,"Muscle recovery,Immunity","Supermarket,Gym kiosk",500 ml,PET bottle,"Tropical,Unflavored,Chocolate",3,3,3,10.8,76.02,Yes,"1-Personalized nutrition tips,2-Bundle deals,3-Loyalty points,4-Free delivery",Premium,No,Packaging not eco-friendly,4,Lower the sugar content
26,Male,Al Ain,3400.0,Salaried,3,"Running,None",2,Weight control,Pharmacy,500 ml,Tetra Pak,"Chocolate,Vanilla",2,2,7,11.66,27.45,Maybe,"1-Bundle deals,2-Personalized nutrition tips,3-Loyalty points,4-Free delivery","Trustworthy,Sustainable",Yes,Packaging not eco-friendly,5,
37,Male,Abu Dhabi,6200.0,Homemaker,2,"None,Running,Gym",5,Immunity,"Gym kiosk,Food-delivery app",500 ml,Tetra Pak,"Chocolate,Unflavored",2,4,7,12.12,53.81,Yes,"1-Free delivery,2-Personalized nutrition tips,3-Bundle deals,4-Loyalty points","Sustainable,Premium",No,Too expensive,1,Lower the sugar content
32,Female,Dubai,1900.0,Salaried,2,Gym,0,"Immunity,Weight control","Supermarket,Pharmacy",1 L,PET bottle,Chocolate,4,2,2,5.14,0.0,No,"1-Loyalty points,2-Bundle deals,3-Free delivery,4-Personalized nutrition tips","Innovative,Premium",No,Hard to find,4,Lower the sugar content
18,Female,Dubai,2000.0,Other,2,None,3,"Muscle recovery,Weight control","Supermarket,Brand website,Gym kiosk",500 ml,Tetra Pak,Chocolate,2,1,4,7.36,25.28,Maybe,"1-Bundle deals,2-Personalized nutrition tips,3-Loyalty points,4-Free delivery","Fun,Trustworthy,Sustainable",Yes,Hard to find,4,Introduce more flavors
55,Male,Dubai,19800.0,Self-employed,4,"None,Team sports,Running",7,"Weight control,Immunity",Pharmacy,500 ml,Powder pouch,"Coffee,Chocolate,Berry",2,2,9,13.6,89.29,No,"1-Free delivery,2-Personalized nutrition tips,3-Bundle deals,4-Loyalty points",Premium,Yes,Too much sugar,1,Provide protein-rich options
21,Female,Sharjah,5200.0,Salaried,4,"Running,None,Gym",1,"Weight control,Muscle recovery","Brand website,Pharmacy,Food-delivery app",1 L,Recyclable can,"Chocolate,Tropical,Berry",5,1,5,10.17,11.04,Maybe,"1-Loyalty points,2-Personalized nutrition tips,3-Bundle deals,4-Free delivery","Sustainable,Trustworthy",No,Hard to find,5,
20,Male,Sharjah,6900.0,Salaried,3,"None,Running",3,"Immunity,Weight control","Gym kiosk,Food-delivery app,Pharmacy",1 L,Recyclable can,Berry,1,4,6,9.83,29.4,No,"1-Loyalty points,2-Bundle deals,3-Personalized nutrition tips,4-Free delivery",Fun,Yes,Too much sugar,2,Use recyclable packaging
55,Female,Abu Dhabi,9500.0,Salaried,3,"Gym,None",4,"Convenience,Muscle recovery",Food-delivery app,500 ml,PET bottle,"Tropical,Vanilla,Unflavored",1,1,8,13.8,46.96,No,"1-Free delivery,2-Personalized nutrition tips,3-Loyalty points,4-Bundle deals",Affordable,Yes,Hard to find,2,Offer subscription discounts
52,Male,Abu Dhabi,8700.0,Salaried,3,"None,Team sports",2,Weight control,Supermarket,1 L,PET bottle,"Coffee,Chocolate,Berry",5,1,3,8.82,17.34,Maybe,"1-Free delivery,2-Personalized nutrition tips,3-Loyalty points,4-Bundle deals","Sustainable,Premium,Innovative",No,Hard to find,5,Lower the sugar content
22,Male,Dubai,9600.0,Student,4,Running,5,Convenience,"Supermarket,Gym kiosk,Pharmacy",250 ml,Tetra Pak,"Vanilla,Coffee,Chocolate",4,5,9,16.33,95.51,Maybe,"1-Bundle deals,2-Loyalty points,3-Free delivery,4-Personalized nutrition tips",Innovative,Yes,Packaging not eco-friendly,4,
18,Female,Dubai,30500.0,Salaried,2,Yoga,3,Weight control,Food-delivery app,500 ml,Powder pouch,"Berry,Vanilla,Chocolate",1,4,5,9.76,29.96,Maybe,"1-Loyalty points,2-Free delivery,3-Personalized nutrition tips,4-Bundle deals","Sustainable,Premium,Affordable",Yes,Limited flavors,4,Introduce more flavors
28,Female,Sharjah,5400.0,Salaried,4,Gym,4,Convenience,Food-delivery app,Multi-pack,PET bottle,"Berry,Coffee",3,5,6,10.93,39.97,Yes,"1-Free delivery,2-Personalized nutrition tips,3-Bundle deals,4-Loyalty points",Innovative,No,Limited flavors,4,Lower the sugar content
58,Female,Abu Dhabi,5100.0,Self-employed,1,"Yoga,Gym,Running",2,"Convenience,Immunity","Food-delivery app,Supermarket,Pharmacy",Multi-pack,Tetra Pak,"Coffee,Tropical,Berry",4,5,3,7.81,18.08,Yes,"1-Bundle deals,2-Personalized nutrition tips,3-Loyalty points,4-Free delivery","Affordable,Sustainable",No,Limited flavors,4,
65,Male,Abu Dhabi,15700.0,Salaried,1,"Gym,Running,Yoga",4,"Muscle recovery,Weight control","Brand website,Pharmacy",1 L,PET bottle,Tropical,4,2,5,9.65,34.73,Maybe,"1-Loyalty points,2-Bundle deals,3-Personalized nutrition tips,4-Free delivery","Fun,Innovative",Yes,Limited flavors,5,Use recyclable packaging
30,Male,Other,11300.0,Student,3,"Team sports,Running,None",3,Weight control,"Pharmacy,Supermarket",500 ml,PET bottle,"Chocolate,Vanilla,Berry",1,4,8,15.54,51.58,Yes,"1-Free delivery,2-Bundle deals,3-Personalized nutrition tips,4-Loyalty points",Sustainable,No,Too expensive,2,Use recyclable packaging
28,Female,Dubai,14800.0,Salaried,4,Team sports,4,Muscle recovery,"Food-delivery app,Supermarket",1 L,PET bottle,"Chocolate,Tropical,Vanilla",4,2,3,10.36,36.69,No,"1-Personalized nutrition tips,2-Loyalty points,3-Free delivery,4-Bundle deals","Innovative,Affordable",No,Packaging not eco-friendly,3,Lower the sugar content
37,Male,Dubai,13300.0,Salaried,3,Gym,7,"Muscle recovery,Immunity",Supermarket,500 ml,PET bottle,"Vanilla,Chocolate,Berry",1,3,5,7.54,58.02,Maybe,"1-Free delivery,2-Personalized nutrition tips,3-Loyalty points,4-Bundle deals",Sustainable,No,Packaging not eco-friendly,3,Use recyclable packaging
44,Female,Al Ain,1700.0,Retired,1,"Running,Gym,Yoga",0,Immunity,"Food-delivery app,Brand website,Supermarket",500 ml,Tetra Pak,"Coffee,Unflavored",1,4,3,11.03,0.0,No,"1-Personalized nutrition tips,2-Loyalty points,3-Free delivery,4-Bundle deals",Premium,No,Limited flavors,4,Introduce more flavors
51,Female,Dubai,9300.0,Self-employed,2,"Gym,Team sports,Running",3,Immunity,"Pharmacy,Gym kiosk",1 L,PET bottle,"Tropical,Unflavored,Vanilla",1,4,5,12.14,33.96,Yes,"1-Free delivery,2-Bundle deals,3-Loyalty points,4-Personalized nutrition tips","Innovative,Fun",Yes,Too much sugar,2,Offer subscription discounts
41,Male,Dubai,5100.0,Salaried,3,Running,1,Weight control,"Supermarket,Food-delivery app,Pharmacy",1 L,Powder pouch,"Tropical,Chocolate",1,2,4,13.75,12.45,Maybe,"1-Loyalty points,2-Personalized nutrition tips,3-Bundle deals,4-Free delivery","Affordable,Premium,Trustworthy",No,Limited flavors,4,Use recyclable packaging
59,Male,Abu Dhabi,10200.0,Salaried,2,"Gym,Team sports",2,Weight control,"Gym kiosk,Food-delivery app",500 ml,Tetra Pak,Berry,4,4,2,4.19,9.73,Maybe,"1-Personalized nutrition tips,2-Bundle deals,3-Free delivery,4-Loyalty points",Trustworthy,No,Too much sugar,1,
43,Female,Fujairah,9200.0,Homemaker,4,Team sports,5,"Taste,Convenience","Brand website,Food-delivery app",500 ml,PET bottle,"Chocolate,Coffee,Berry",2,2,4,13.56,73.63,Maybe,"1-Loyalty points,2-Free delivery,3-Personalized nutrition tips,4-Bundle deals","Affordable,Sustainable",No,Hard to find,2,Use recyclable packaging
32,Male,Al Ain,5500.0,Student,2,"Yoga,Gym",2,"Weight control,Taste","Brand website,Food-delivery app",Multi-pack,Tetra Pak,"Chocolate,Berry,Tropical",2,4,2,6.71,11.83,Maybe,"1-Personalized nutrition tips,2-Loyalty points,3-Bundle deals,4-Free delivery","Trustworthy,Premium,Sustainable",No,Packaging not eco-friendly,3,Provide protein-rich options
53,Female,Dubai,9900.0,Salaried,1,Yoga,2,Convenience,"Food-delivery app,Pharmacy,Supermarket",1 L,Powder pouch,"Berry,Coffee,Tropical",1,5,2,9.96,16.21,Maybe,"1-Free delivery,2-Personalized nutrition tips,3-Loyalty points,4-Bundle deals","Sustainable,Trustworthy,Innovative",No,Unclear nutritional info,5,Provide protein-rich options
20,Male,Abu Dhabi,9200.0,Other,5,"None,Yoga",5,Taste,"Food-delivery app,Supermarket,Pharmacy",500 ml,PET bottle,"Vanilla,Chocolate",4,4,8,15.06,61.61,Maybe,"1-Loyalty points,2-Bundle deals,3-Personalized nutrition tips,4-Free delivery","Premium,Affordable",Yes,Too much sugar,1,Introduce more flavors
27,Male,Dubai,7100.0,Homemaker,1,None,0,"Muscle recovery,Taste","Pharmacy,Food-delivery app,Supermarket",500 ml,Powder pouch,"Coffee,Vanilla,Tropical",4,1,0,8.29,0.0,No,"1-Loyalty points,2-Bundle deals,3-Personalized nutrition tips,4-Free delivery",Affordable,Yes,Unclear nutritional info,1,
